"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Involved","type_value_Player position","type_value_Jersey number","type_value_Resume","type_value_Team kit","type_value_Team formation","type_value_Captain","type_value_Team player formation","type_value_Direction of Play","type_value_Length","type_value_Pass End Y","type_value_Pass End X","type_value_Zone","type_value_Kick Off","type_value_Angle","type_value_Blocked
Pass","type_value_Offensive","type_value_Chipped","type_value_Opposite related event ID","type_value_Opposite
related
event ID","type_value_Defensive","type_value_Throw-in","type_value_Long ball","type_value_Head pass","type_value_Cross","type_value_Lay-off","type_value_Assist","type_value_Intentional
assist","type_value_Related event ID","type_value_GK Y Coordinate","type_value_Assisted","type_value_Goal mouth y coordinate","type_value_First Touch","type_value_GK X blocked","type_value_Left footed","type_value_Goal mouth z coordinate","type_value_Regular play","type_value_Box-left","type_value_Left","type_value_Not visible","type_value_Low","type_value_Goal Kick","type_value_Out of play","type_value_Head","type_value_Right footed","type_value_Blocked y co-ordinate","type_value_Low centre","type_value_Blocked","type_value_Blocked x co-ordinate","type_value_Box-centre","type_value_Def block","type_value_Corner taken","type_value_In-swinger","type_value_Shirt Pull/Holding","type_value_Direct","type_value_Foul","type_value_Free kick taken","type_value_Pull Back","type_value_Players caught offside","type_value_Indirect","type_value_Launch","type_value_Shove/push","type_value_Fast Break","type_value_Fast break","type_value_Individual Play","type_value_Out of box-centre","type_value_Hands","type_value_Collected","type_value_Standing","type_value_Keeper Throw","type_value_Attempted Tackle","type_value_Yellow Card","type_value_Flick-on","type_value_Through ball","type_value_Overrun","type_value_High left","type_value_Leading to attempt","type_value_Low right","type_value_Saved off line","type_value_Box-right","type_value_Six yard blocked","type_value_Big Chance","type_value_Last line","type_value_Gk kick from hands","type_value_Small box-right","type_value_Switch of play","type_value_Overhit Cross","type_value_Parried safe","type_value_Reaching","type_value_Fantasy Assist Type","type_value_Fantasy
Assisted By","type_value_From corner","type_value_Assist Team","type_value_Small box- centre","type_value_GK Start","type_value_Stooping","type_value_Swerve Left","type_value_High","type_value_End type","type_value_Right","type_value_Set piece","type_value_Low left","type_value_Hand","type_value_Swerve Right","type_value_Diving","type_value_Tactical","type_value_Position Side ID","type_value_Formation slot","type_value_Detailed Position ID","type_value_Close right","type_value_High centre","type_value_GK hoof","type_value_Hit Bar","type_value_Hit Woodwork","type_value_Follows a Dribble","type_value_Tap","type_value_Blocked cross","type_value_Over-arm","type_value_Game end","value_Team formation","value_Captain","value_Direction of Play","value_Length","value_Pass End Y","value_Pass End X","value_Zone","value_Kick Off","value_Angle","value_Blocked
Pass","value_Offensive","value_Chipped","value_Opposite related event ID","value_Opposite
related
event ID","value_Defensive","value_Throw-in","value_Long ball","value_Head pass","value_Cross","value_Lay-off","value_Assist","value_Intentional
assist","value_Related event ID","value_GK Y Coordinate","value_Assisted","value_Goal mouth y coordinate","value_First Touch","value_GK X blocked","value_Left footed","value_Goal mouth z coordinate","value_Regular play","value_Box-left","value_Left","value_Not visible","value_Low","value_Goal Kick","value_Out of play","value_Head","value_Right footed","value_Blocked y co-ordinate","value_Low centre","value_Blocked","value_Blocked x co-ordinate","value_Box-centre","value_Def block","value_Corner taken","value_In-swinger","value_Shirt Pull/Holding","value_Direct","value_Foul","value_Free kick taken","value_Pull Back","value_Players caught offside","value_Indirect","value_Launch","value_Shove/push","value_Fast Break","value_Fast break","value_Individual Play","value_Out of box-centre","value_Hands","value_Collected","value_Standing","value_Keeper Throw","value_Attempted Tackle","value_Yellow Card","value_Flick-on","value_Through ball","value_Overrun","value_High left","value_Leading to attempt","value_Low right","value_Saved off line","value_Box-right","value_Six yard blocked","value_Big Chance","value_Last line","value_Gk kick from hands","value_Small box-right","value_Switch of play","value_Overhit Cross","value_Parried safe","value_Reaching","value_Fantasy Assist Type","value_Fantasy
Assisted By","value_From corner","value_Assist Team","value_Small box- centre","value_GK Start","value_Stooping","value_Swerve Left","value_High","value_End type","value_Right","value_Set piece","value_Low left","value_Hand","value_Swerve Right","value_Diving","value_Tactical","value_Position Side ID","value_Formation slot","value_Detailed Position ID","value_Close right","value_High centre","value_GK hoof","value_Hit Bar","value_Hit Woodwork","value_Follows a Dribble","value_Tap","value_Blocked cross","value_Over-arm","value_Game end","teamName","h_a","ft","timeStamp","venueName","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
890,92,32,"bop6aslxmwvzsapdxsw3xbvfg",103.005,42.432,"SecondHalf","CornerAwarded","Successful",NA,NA,NA,NA,NA,"4n6mnhjzt6zpicfea3ym678id",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9333333333333,2732835869,6,"Mapi Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"758","758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1597,NA,NA,NA,"Manchester City WFC",0,0,NA,"M. Leon",1597,105,"FC Barcelona",1597
891,92,52,"bop6aslxmwvzsapdxsw3xbvfg",104.475,67.66,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"aib5wgtlgl48jaezcguoxkmp5",84.105,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2666666666667,2732835913,1,"Claudia Pina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.4","82.5","80.1","Left",NA,"3.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1598,NA,NA,NA,"Manchester City WFC",3.25010010152948,0,-150.425036313945,"C. Pina",1598,105,"FC Barcelona",1598
892,92,55,"bop6aslxmwvzsapdxsw3xbvfg",84.105,56.236,"SecondHalf","OffsidePass","Successful",NA,NA,NA,NA,NA,"7mehm5v7egyc1r4qioexklbmc",100.8,34.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3166666666667,2732835915,2,"Vicky Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.2","96.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4n6mnhjzt6zpicfea3ym678id",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1599,NA,NA,NA,"Manchester City WFC",0,0,-52.0667297164011,"V. Lopez",1599,105,"FC Barcelona",1599
760,93,21,"36tr17foeaf9ejjmt2txuoy3y",13.755,31.96,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"1vejfm6fcp0xeyk30r6hv79wp",59.535,50.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.75,2732836007,1,"A. Yamashita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,241,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.3","73.8","56.7","Center",NA,"0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",1600,0.01082722,0.01685596,0.00602874,"FC Barcelona",43.0082111284138,0,21.7064017234155,"A. Yamashita",1600,105,"FC Barcelona",1600
761,93,24,"36tr17foeaf9ejjmt2txuoy3y",59.745,50.252,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"23kah59nbx1m7ro3imaaevoph",64.155,52.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8,2732836015,1,"J. Roord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.8","76.7","61.1","Center",NA,"0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",1601,0.01935132,0.01870347,-0.000647850000000002,"FC Barcelona",3.38626044457065,0,23.3520805623119,"J. Roord",1601,105,"FC Barcelona",1601
762,93,26,"36tr17foeaf9ejjmt2txuoy3y",61.845,50.796,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"10d8jj5vwrmib55tth0isfvft",74.76,39.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8333333333333,2732836019,1,"L. Hemp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.1","58.2","71.2","Center",NA,"5.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",1602,NA,NA,NA,"FC Barcelona",15.5585241111238,0,-40.9827159782472,"L. Hemp",1602,105,"FC Barcelona",1602
893,93,27,"bop6aslxmwvzsapdxsw3xbvfg",30.87,30.124,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"bgzh3zwl99bpnnpj37jn4dmtx",40.11,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.85,2732836031,1,"Irene Paredes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.4","47.0","38.2","Back",NA,"0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1603,0.01132376,0.01262646,0.0013027,"Manchester City WFC",9.3092034655091,0,11.2383664613844,"I. Paredes",1603,105,"FC Barcelona",1603
894,93,31,"bop6aslxmwvzsapdxsw3xbvfg",40.53,31.756,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"bzcupszwezr2tzjpytyv2fka2",44.835,26.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9166666666667,2732836033,1,"Kika Nazareth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.5","39.5","42.7","Back",NA,"5.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1604,NA,NA,NA,"Manchester City WFC",3.92185783633731,0,-48.6751822596063,"K. Nazareth",1604,105,"FC Barcelona",1604
763,93,32,"36tr17foeaf9ejjmt2txuoy3y",58.8,46.104,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"23kah59nbx1m7ro3imaaevoph",63.735,51.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9333333333333,2732836035,1,"J. Roord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3","75.7","60.7","Center",NA,"0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",1605,NA,NA,NA,"FC Barcelona",2.94619388536858,0,47.427793606659,"J. Roord",1605,105,"FC Barcelona",1605
895,93,34,"bop6aslxmwvzsapdxsw3xbvfg",41.79,23.324,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"7mehm5v7egyc1r4qioexklbmc",46.83,20.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9666666666667,2732836045,1,"Vicky Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.0","29.6","44.6","Back",NA,"5.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1606,0.01269174,0.01429128,0.00159954,"Manchester City WFC",4.30405309578457,0,-32.3798866998664,"V. Lopez",1606,105,"FC Barcelona",1606
895.5,93,35,"bop6aslxmwvzsapdxsw3xbvfg",46.83,20.128,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"bzcupszwezr2tzjpytyv2fka2",49.98,21.556,NA,NA,NA,NA,NA,897,NA,NA,NA,NA,95.9833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1607,0.01429128,0.01429128,0,"Manchester City WFC",0,3.39148765763193,24.3863711018014,NA,1607,105,"FC Barcelona",1607
897,93,36,"bop6aslxmwvzsapdxsw3xbvfg",49.98,21.556,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"bzcupszwezr2tzjpytyv2fka2",40.53,44.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,2732836051,1,"Kika Nazareth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.9","65.6","38.6","Back",NA,"1.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",1608,0.01429128,0.01269174,-0.00159954,"Manchester City WFC",-8.9272068424002,0,112.290820386593,"K. Nazareth",1608,105,"FC Barcelona",1608
